lastname,firstname,birthDate,zodiac
Gaba,Dan,01-01-46,Capricorn
Gabriel,Trip,01-01-55,Capricorn
Gaddis,John_Lewis,01-01-41,Capricorn
Gaiman,Neil,10-11-60,Scorpio
Galarraga,Andres,18-06-61,Gemini
Galbraith,James_K,29-01-52,Aquarius
Galbraith,John_Kenneth,15-10-08,Libra
Galef,David,27-03-59,Aries
Galliano,John,28-11-60,Sagittarius
Galvin,William_F,17-09-50,Virgo
Galway,James,08-12-39,Sagittarius
Gambill,Jan-Michael,03-06-77,Gemini
Gandhi,Indira,19-11-17,Scorpio
Gandhi,Mohandas_K,02-10-1869,Libra
Gandhi,Rajiv,20-08-44,Leo
Gandhi,Sonia,09-12-46,Sagittarius
Gandolfini,James,18-09-61,Virgo
Gans,Herbert_J,07-05-27,Taurus
Gantt,Harvey,01-01-43,Capricorn
Garamendi,John,24-01-45,Aquarius
Garbo,Greta,18-09-05,Virgo
Garbus,Martin,01-01-34,Capricorn
Garcetti,Gil,05-08-41,Leo
Garcia_Lorca,Federico,05-06-1898,Gemini
Garcia,Alan,23-05-49,Gemini
Garcia,Jerry,01-08-42,Leo
Garcia,Karim,29-10-75,Scorpio
Garcia,Sergio,09-01-80,Capricorn
Garciaparra,Nomar,23-07-73,Leo
Gardiner,John_Eliot,20-04-43,Aries
Gardner,Herb,28-12-34,Capricorn
Gardner,Howard,11-07-43,Cancer
Gardner,Rulon,16-08-71,Leo
Garland,Judy,10-06-22,Gemini
Garner,Jay,15-04-38,Aries
Garnett,Kevin,19-05-76,Taurus
Garson,Gerald_P,03-08-32,Leo
Garten,Jeffrey_E,29-10-46,Scorpio
Garzon,Baltasar,26-10-55,Scorpio
Gastineau,Mark,20-11-56,Scorpio
Gates,Bill,28-10-55,Scorpio
Gates,Henry_Louis_Jr,16-09-50,Virgo
Gates,Melinda,15-08-64,Leo
Gates,Robert_M,25-09-43,Libra
Gatien,Peter,08-08-52,Leo
Gatlin,Justin,10-02-82,Aquarius
Gatling,Chris,03-09-67,Virgo
Gatti,Arturo,15-04-72,Aries
Gauguin,Paul,07-06-1848,Gemini
Gaultier,Jean_Paul,24-04-52,Taurus
Gay,Peter,20-06-23,Gemini
Gay,Tyson,09-08-82,Leo
Gbagbo,Laurent,31-05-45,Gemini
Gebrselassie,Haile,18-04-73,Aries
Geffen,David,21-02-43,Pisces
Gehman,Harold_W_Jr,15-10-42,Libra
Gehrig,Lou,19-06-03,Gemini
Gehry,Frank,28-02-29,Pisces
Geisel,Theodor_Seuss,02-03-04,Pisces
Geithner,Timothy_F,18-08-61,Leo
Gejdenson,Sam,20-03-48,Pisces
Gelb,Peter,01-01-53,Capricorn
Gelbart,Larry,25-02-28,Pisces
Gelernter,David,05-03-55,Pisces
Gelsinger,Jesse,18-06-81,Gemini
George,Eddie,24-09-73,Libra
Gephardt,Richard_A,31-01-41,Aquarius
Gerberding,Julie_L,22-08-55,Leo
Gere,Richard,31-08-49,Virgo
Gergiev,Valery,02-05-53,Taurus
Gershwin,George,26-09-1898,Libra
Gheorghiu,Angela,07-09-65,Virgo
Ghosn,Carlos,09-03-54,Pisces
Giacometti,Alberto,10-10-01,Libra
Giambi,Jason,08-01-71,Capricorn
Gibson,Althea,25-08-27,Virgo
Gibson,Charles,09-03-43,Pisces
Gibson,Mel,03-01-56,Capricorn
Gielgud,John,14-04-04,Aries
Gifford,Kathie_Lee,16-08-53,Leo
Gigante,Vincent,29-03-28,Aries
Gilbert,William_S,18-11-1836,Scorpio
Gill,Brendan,04-10-14,Libra
Gill,Kendall,25-05-68,Gemini
Gillespie,Dizzy,21-10-17,Libra
Gillibrand,Kirsten_E,09-12-66,Sagittarius
Gilligan,Carol,28-11-36,Sagittarius
Gimelstob,Justin,26-01-77,Aquarius
Gingrich,Newt,17-06-43,Gemini
Ginsberg,Allen,03-06-26,Gemini
Ginsburg,Ruth_Bader,15-03-33,Pisces
Ginsburg,William_H,25-03-43,Aries
Giordano,Philip_A,25-03-63,Aries
Girardi,Joe,14-10-64,Libra
Giroux,Robert,08-04-14,Aries
Gish,Lillian,14-10-1893,Libra
Gitlin,Todd,01-01-43,Capricorn
Giuliani,Rudolph_W,28-05-44,Gemini
Glass,Philip,31-01-37,Aquarius
Glasser,I_Leo,06-04-24,Aries
Glasser,Ira,01-01-38,Capricorn
Glavine,Tom,25-03-66,Aries
Glazer,Malcolm,15-08-28,Leo
Gleason,Jackie,26-02-16,Pisces
Gleick,James,01-08-54,Leo
Glendening,Parris_N,11-06-42,Gemini
Glendon,Mary_Ann,07-10-38,Libra
Glenn,Aaron,16-07-72,Cancer
Glenn,John,18-07-21,Cancer
Glennie,Evelyn,19-07-65,Cancer
Glick,Deborah_J,24-12-50,Capricorn
Glickman,Dan,24-11-44,Sagittarius
Glickman,Marty,14-08-17,Leo
Glover,Danny,22-07-46,Cancer
Glover,Savion,19-11-73,Scorpio
Gober,Robert,12-09-54,Virgo
Godard,Jean-Luc,03-12-30,Sagittarius
Goethe,Johann_Wolfgang_von,28-08-1749,Virgo
Goetz,Bernhard_H,07-11-47,Scorpio
Goizueta,Roberto_C,18-11-31,Scorpio
Goldberg,Whoopi,13-11-55,Scorpio
Goldberger,Paul,04-12-50,Sagittarius
Golden,Howard,01-01-25,Capricorn
Goldin,Daniel_S,23-07-40,Leo
Goldman,Ari_L,01-01-49,Capricorn
Goldsmith,James,26-02-33,Pisces
Goldsmith,Olivia,01-01-49,Capricorn
Goldsworthy,Andy,26-07-56,Leo
Goldwater,Barry_M,01-01-09,Capricorn
Goleman,Daniel,07-03-46,Pisces
Golisano,Tom,14-11-41,Scorpio
Golota,Andrew,05-01-68,Capricorn
Gonzales,Alberto_R,04-08-55,Leo
Gonzalez,Elian,06-12-93,Sagittarius
Goodall,Jane,03-04-34,Aries
Goode,Richard,01-06-43,Gemini
Goodell,Roger,19-02-59,Pisces
Gooden,Dwight,16-11-64,Scorpio
Goodling,Monica,06-08-73,Leo
Goodman,Benny,30-05-09,Gemini
Goodman,John,20-06-47,Gemini
Goodman,Oscar_B,26-07-39,Leo
Goodman,Roy_M,05-03-30,Pisces
Goodwin,Doris_Kearns,04-01-43,Capricorn
Goosen,Retief,03-02-69,Aquarius
Gorbachev,Mikhail_S,02-03-31,Pisces
Gordon,Jeff,04-08-71,Leo
Gore,Al,31-03-48,Aries
Gore,Tipper,19-08-48,Leo
Gorey,Edward,22-02-25,Pisces
Gorky,Arshile,15-04-04,Aries
Gorman,James,14-07-58,Cancer
Gorton,Slade,08-01-28,Capricorn
Goss,Porter_J,26-11-38,Sagittarius
Gotbaum,Betsy,11-06-38,Gemini
Gottfried,Richard_N,16-05-47,Taurus
Gotti,John_A,14-02-64,Aquarius
Gotti,John_J,27-10-40,Scorpio
Gotti,Peter,15-10-39,Libra
Gotti,Victoria,27-11-62,Sagittarius
Gottlieb,Robert,29-04-31,Taurus
Gould,Glenn,25-09-32,Libra
Gould,Stephen_Jay,10-09-41,Virgo
Goya,Francisco_de,30-03-1746,Aries
Graf,Steffi,14-06-69,Gemini
Graham,Billy,07-11-18,Scorpio
Graham,Bob,09-11-36,Scorpio
Graham,Franklin,14-07-52,Cancer
Graham,Kent,01-11-68,Scorpio
Graham,Lindsey,09-07-55,Cancer
Graham,Martha,11-05-1894,Taurus
Gramm,Phil,08-07-42,Cancer
Grammer,Kelsey,21-02-55,Pisces
Granholm,Jennifer_M,05-02-59,Aquarius
Grant,Hugh,09-09-60,Virgo
Grant,Ulysses_S,27-04-1822,Taurus
Grass,Gunter,16-10-27,Libra
Grassley,Charles_E,17-09-33,Virgo
Grasso,Richard_A,26-07-46,Leo
Gravano,Salvatore,12-03-45,Pisces
Graves,Adam,12-04-68,Aries
Graves,Michael,09-07-34,Cancer
Gray,Spalding,05-06-41,Gemini
Grbac,Elvis,13-08-70,Leo
Green,Adolph,02-12-14,Sagittarius
Green,Mark,15-03-45,Pisces
Greenberg,Jeffrey_W,01-01-51,Capricorn
Greenberg,Maurice_R,04-05-25,Taurus
Greenberg,Richard,22-02-58,Pisces
Greene,Graham,02-10-04,Libra
Greenhouse,Linda,09-01-47,Capricorn
Greenspan,Alan,06-03-26,Pisces
Greenwood,James_C,04-05-51,Taurus
Gregg,Judd,14-02-47,Aquarius
Gregoire,Christine_O,24-03-47,Aries
Gregorian,Vartan,08-04-34,Aries
Gregory,Wilton_D,07-12-47,Sagittarius
Greif,Michael,01-01-59,Capricorn
Gretzky,Wayne,26-01-61,Aquarius
Grey,Brad,29-12-57,Capricorn
Griesa,Thomas_P,11-10-30,Libra
Griese,Brian,18-03-75,Pisces
Griffin,Merv,06-07-25,Cancer
Griffith_Joyner,Florence,21-12-59,Sagittarius
Griffith,Melanie,09-08-57,Leo
Grimes,Martha,02-05-31,Taurus
Grisham,John,08-02-55,Aquarius
Groh,Al,13-07-44,Cancer
Grooms,Red,07-06-37,Gemini
Grosjean,Sebastien,29-05-78,Gemini
Gross,John,12-03-35,Pisces
Grossman,David,25-01-54,Aquarius
Grove,Andrew_S,02-09-36,Virgo
Grubman,Elizabeth_S,30-01-71,Aquarius
Grucci,Felix_J_Jr,25-11-51,Sagittarius
Gruden,Jon,17-08-63,Leo
Grunfeld,Ernie,24-04-55,Taurus
Guare,John,05-02-38,Aquarius
Guber,Peter,01-03-42,Pisces
Guei,Robert,16-03-41,Pisces
Guerin,Bill,09-11-70,Scorpio
Guerrero,Vladimir,09-02-75,Aquarius
Guettel,Adam,16-12-64,Sagittarius
Guevara,Ernesto,14-05-28,Taurus
Guinier,Lani,19-04-50,Aries
Guinness,Alec,02-04-14,Aries
Gul,Abdullah,29-10-50,Scorpio
Gulotta,Thomas_S,27-04-44,Taurus
Gumbel,Bryant,29-09-48,Libra
Gurganus,Allan,11-06-47,Gemini
Gurney,A_R,01-11-30,Scorpio
Gusinsky,Vladimir_A,06-10-52,Libra
Gusmao,Jose_Alexandre,20-06-46,Gemini
Guston,Philip,27-06-13,Cancer
Guthrie,Arlo,10-07-47,Cancer
Guthrie,Woody,14-07-12,Cancer
Gutierrez,Lucio,23-03-57,Aries
Gwathmey,Charles,19-06-38,Gemini
Gwynn,Tony,09-05-60,Taurus
Gyllenhaal,Jake,19-12-80,Sagittarius
Gyllenhaal,Maggie,16-11-77,Scorpio
Haas,Jay,02-12-53,Sagittarius
Haas,Tommy,03-04-78,Aries
Haass,Richard_N,28-07-51,Leo
Haberman,Clyde,01-01-45,Capricorn
Habibie,B_J,25-06-36,Cancer
Hackman,Gene,01-01-30,Capricorn
Haden,Charlie,06-08-37,Leo
Hadid,Zaha,31-10-50,Scorpio
Hadley,Stephen_J,13-02-47,Aquarius
Hafner,Katie,01-01-57,Capricorn
Hagel,Chuck,04-10-46,Libra
Hagen,Uta,12-06-19,Gemini
Hague,William,26-03-61,Aries
Hahn,James_K,03-07-50,Cancer
Haider,Jorg,26-01-50,Aquarius
,Hakim,Abdul_Aziz_al-,01-01-53,Capricorn
Hakkinen,Mika,28-09-68,Libra
Halberstam,David,10-04-34,Aries
Hall,Arsenio,12-02-56,Aquarius
Halladay,Roy,14-05-77,Taurus
Hallstrom,Lasse,02-06-46,Gemini
Hamburg,Margaret_A,12-07-55,Cancer
Hamdan,Salim_Ahmed,01-01-70,Capricorn
Hamdi,Yasser_Esam,26-09-80,Libra
Hamdoon,Nizar,18-05-44,Taurus
Hamill,Pete,24-06-35,Cancer
Hamilton,Alexander,11-01-1755,Capricorn
Hamilton,Darryl,03-12-64,Sagittarius
Hamilton,Lee_H,20-04-31,Aries
Hamlisch,Marvin,02-06-44,Gemini
Hamm,Mia,17-03-72,Pisces
Hamm,Paul,24-09-82,Libra
Hampton,Lionel,20-04-08,Aries
Hampton,Mike,09-09-72,Virgo
Hampton,Rodney,03-04-69,Aries
Hancock,Herbie,12-04-40,Aries
Handel,George_Frederick,23-02-1685,Pisces
Hanks,Tom,09-07-56,Cancer
Hansell,Saul,13-04-67,Aries
Hanson,Curtis,24-03-45,Aries
Hanson,Victor_Davis,05-09-53,Virgo
Harbaugh,Jim,23-12-63,Capricorn
Harbison,John,20-12-38,Sagittarius
Hardaway,Anfernee,18-07-71,Cancer
Hardaway,Tim,01-09-66,Virgo
Harden,Marcia_Gay,14-08-59,Leo
Hardin,Rusty,06-10-41,Libra
Harding,Tonya,12-11-70,Scorpio
Hargrove,Mike,26-10-49,Scorpio
Haring,Keith,04-05-58,Taurus
Hariri,Rafik,01-11-44,Scorpio
Harkin,Tom,19-11-39,Scorpio
Harman,Jane,28-06-45,Cancer
Harmon,Amy,17-09-68,Virgo
Harnick,Sheldon,30-04-24,Taurus
Harnisch,Pete,23-09-66,Virgo
Harnoncourt,Nikolaus,06-12-29,Sagittarius
Harrelson,Woody,23-07-61,Leo
Harriman,Pamela,20-03-20,Pisces
Harrington,Padraig,31-08-71,Virgo
Harris,Ed,28-11-50,Sagittarius
Harris,Emmylou,02-04-47,Aries
Harris,Julie,02-12-25,Sagittarius
Harris,Katherine,05-04-57,Aries
Harrison,George,25-02-43,Pisces
Harrison,Kathryn,20-03-61,Pisces
Harshbarger,Scott,01-12-41,Sagittarius
Hart,Gary,28-11-36,Sagittarius
Hart,Kitty_Carlisle,03-09-10,Virgo
Hart,Moss,24-10-04,Scorpio
Hartley,Hal,03-11-59,Scorpio
Harvick,Kevin,08-12-75,Sagittarius
Hasek,Dominik,29-01-65,Aquarius
Hashimoto,Ryutaro,29-07-37,Leo
Hastert,J_Dennis,02-01-42,Capricorn
Hatch,Orrin_G,22-03-34,Aries
Hatfill,Steven_J,24-10-53,Scorpio
Hawke,Ethan,06-11-70,Scorpio
Hawking,Stephen_W,08-01-42,Capricorn
Hayami,Masaru,24-03-25,Aries
Hayden,Tom,11-12-39,Sagittarius
Haydn,Franz_Joseph,31-03-1732,Aries
Hayes,Helen,10-10-00,Libra
Haynes,Todd,02-01-61,Capricorn
Haytaian,Chuck,28-01-38,Aquarius
Healy,Jerramiah_T,16-12-50,Sagittarius
Heaney,Seamus,13-04-39,Aries
Heche,Anne,25-05-69,Gemini
Hefner,Hugh,09-04-26,Aries
Heidegger,Martin,26-09-1889,Libra
Heinz_Kerry,Teresa,05-10-38,Libra
Heisenberg,Werner,05-12-01,Sagittarius
Hejduk,John,19-07-29,Cancer
Hekmatyar,Gulbuddin,01-01-47,Capricorn
Helfgott,David,19-05-47,Taurus
Heller,Joseph,01-05-23,Taurus
Hellerstein,Alvin_K,01-01-33,Capricorn
Hellman,Lillian,20-06-05,Gemini
Helms,Jesse,18-10-21,Libra
Helmsley,Harry_B,04-03-09,Pisces
Hemings,Sally,01-01-1773,Capricorn
Hemingway,Ernest,21-07-1899,Cancer
Henderson,Rickey,25-12-58,Capricorn
Henderson,Skitch,27-01-18,Aquarius
Hendrix,Jimi,27-11-42,Sagittarius
Henin,Justine,01-06-82,Gemini
Henley,Beth,08-05-52,Taurus
Henley,Don,22-07-47,Cancer
Henman,Tim,06-09-74,Virgo
Henson,Drew,13-02-80,Aquarius
Henze,Hans_Werner,01-07-26,Cancer
Hepburn,Audrey,04-05-29,Taurus
Hepburn,Katharine,12-05-07,Taurus
Heppner,Ben,14-01-56,Capricorn
Herbers,John,04-11-23,Scorpio
Herbert,Bob,07-03-45,Pisces
Herman,Alexis_M,16-07-47,Cancer
Herman,Jerry,10-07-31,Cancer
Hersh,Seymour_M,08-04-37,Aries
Hershiser,Orel,16-09-58,Virgo
Hertzberg,Arthur,09-06-21,Gemini
Herzog,Chaim,17-09-18,Virgo
Herzog,Werner,05-09-42,Virgo
Hess,Leon,13-03-14,Pisces
Hesser,Amanda,01-01-71,Capricorn
Heston,Charlton,04-10-23,Libra
Hevesi,Alan_G,31-01-40,Aquarius
Hewitt,Don,14-12-22,Sagittarius
Hewitt,Lleyton,24-02-81,Pisces
Hiaasen,Carl,12-03-53,Pisces
Hicks,David,07-08-75,Leo
Highsmith,Patricia,19-01-21,Capricorn
Hikind,Dov,30-06-50,Cancer
Hilfiger,Tommy,24-03-51,Aries
Hill,Anita,30-07-56,Leo
Hill,Christopher_R,01-01-52,Capricorn
Hill,Grant,05-10-72,Libra
Hillary,Edmund,20-07-19,Cancer
Hillerman,Tony,27-05-25,Gemini
Hilliard,Ike,05-04-76,Aries
Hilton,Paris,17-02-81,Aquarius
Hinchey,Maurice_D,27-10-38,Scorpio
Hines,Gregory,14-02-46,Aquarius
Hinton,Milt,23-06-10,Cancer
Hirsch,Charles_S,01-01-37,Capricorn
Hirsch,Edward,20-01-50,Capricorn
Hirsch,Judd,15-03-35,Pisces
Hirschfeld,Abe,12-12-19,Sagittarius
Hirschfeld,Al,21-06-03,Gemini
Hirst,Damien,07-06-65,Gemini
Hiss,Alger,11-11-04,Scorpio
Hitchcock,Alfred,13-08-1899,Leo
Hitchcock,Sterling,29-04-71,Taurus
Hitchens,Christopher,13-04-49,Aries
Hitler,Adolf,20-04-1889,Aries
Hoagland,Edward,21-12-32,Sagittarius
Hoch,Scott,24-11-55,Sagittarius
Hochberg,Faith_S,01-01-50,Capricorn
Hochschild,Adam,01-01-42,Capricorn
Hockney,David,09-07-37,Cancer
Hodges,Jim,19-11-56,Scorpio
Hoffa,James_P,09-05-41,Taurus
Hoffman,Alice,16-03-52,Pisces
Hoffman,Dustin,08-08-37,Leo
Hoffman,Philip_Seymour,23-07-67,Leo
Hogan,Thomas_F,01-01-38,Capricorn
Hoge,Warren,01-01-41,Capricorn
Holbrooke,Richard_C,24-04-41,Taurus
Holden,Stephen,18-07-41,Cancer
Holder,Eric_H_Jr,21-01-51,Aquarius
Holdsclaw,Chamique,09-08-77,Leo
Holiday,Billie,07-04-15,Aries
Holik,Bobby,01-01-71,Capricorn
Holl,Steven,09-12-47,Sagittarius
Hollings,Ernest_F,01-01-22,Capricorn
Holmgren,Mike,15-06-48,Gemini
Holtz,Lou,06-01-37,Capricorn
Holtzman,Elizabeth,11-08-41,Leo
Holyfield,Evander,19-10-62,Libra
Homer,Winslow,24-02-1836,Pisces
Hoon,Geoff,06-12-53,Sagittarius
Hoover,J_Edgar,01-01-1895,Capricorn
Hope,Bob,29-05-03,Gemini
Hopkins,Anthony,31-12-37,Capricorn
Hopper,Dennis,17-05-36,Taurus
Hopper,Edward,22-07-1882,Cancer
Hornby,Nick,17-04-57,Aries
Horne,Marilyn,16-01-34,Capricorn
Horovitz,Israel,31-03-39,Aries
Horyn,Cathy,11-09-56,Virgo
Hostetler,Jeff,22-04-61,Taurus
Hotchner,A_E,28-06-20,Cancer
Houdini,Harry,24-03-1874,Aries
Houston,Allan,20-04-71,Aries
Houston,Whitney,09-08-63,Leo
Howard,Dwight,08-12-85,Sagittarius
Howard,Juwan,07-02-73,Aquarius
Howard,Ron,01-03-54,Pisces
Howe,Art,15-12-46,Sagittarius
Howe,Gordie,31-03-28,Aries
Hoyer,Steny_H,14-06-39,Gemini
Hsu,Norman,01-01-51,Capricorn
Hubbell,Webster_L,01-01-48,Capricorn
Huber,Anke,04-12-74,Sagittarius
Huckabee,Mike,24-08-55,Virgo
Hudson,Kate,19-04-79,Aries
Hudson,Rock,17-11-25,Scorpio
Hughes,Langston,01-02-02,Aquarius
Hughes,Phil,22-06-86,Cancer
Hughes,Sarah,02-05-85,Taurus
Hughes,Ted,17-08-30,Leo
Huizenga,H_Wayne,29-12-37,Capricorn
Hull,Brett,09-08-64,Leo
Hull,Jane_Dee,08-08-35,Leo
Hume,John,18-01-37,Capricorn
Hundley,Todd,27-05-69,Gemini
Hundt,Reed_E,03-03-48,Pisces
Hunt,Helen,15-06-63,Gemini
Hunter,C_J,14-12-68,Sagittarius
Hunter,Duncan,31-05-48,Gemini
Hunter,Holly,20-03-58,Pisces
Huntington,Samuel_P,18-04-27,Aries
Huppert,Isabelle,16-03-53,Pisces
Hurst,Pat,23-05-69,Gemini
Hurston,Zora_Neale,07-01-1891,Capricorn
Hurt,William,20-03-50,Pisces
Husband,Rick_D,12-07-57,Cancer
Hussein,Qusay,17-05-66,Taurus
Hussein,Saddam,28-04-37,Taurus
Hussein,Uday,18-06-64,Gemini
Huston,Anjelica,08-07-51,Cancer
Huston,John,05-08-06,Leo
Hutchinson,Asa,03-12-50,Sagittarius
Hutchinson,Tim,11-08-49,Leo
Hutchison,Kay_Bailey,22-07-43,Cancer
Hvorostovsky,Dmitri,16-10-62,Libra
Hwang,David_Henry,11-08-57,Leo
Hyde,Henry_J,18-04-24,Aries
Hynes,Charles_J,28-05-35,Gemini
Hytner,Nicholas,07-05-56,Taurus
Iacocca,Lee_A,15-10-24,Libra
Ibrahim,Anwar,10-08-47,Leo
Ibrahim,Saad_Eddin,03-12-38,Sagittarius
Ibsen,Henrik,20-03-1828,Pisces
Icahn,Carl_C,16-02-36,Aquarius
Ickes,Harold_M,04-09-39,Virgo
Idei,Nobuyuki,22-11-37,Scorpio
Ifill,Gwen,29-09-55,Libra
Iger,Robert_A,10-02-51,Aquarius
Iliescu,Ion,03-03-30,Pisces
Imanishi-Kari,Thereza,01-01-43,Capricorn
Immelt,Jeffrey_R,19-02-56,Pisces
Imus,Don,23-07-40,Leo
Inhofe,James_M,17-11-34,Scorpio
Inkster,Juli,24-06-60,Cancer
Inouye,Daniel_K,07-09-24,Virgo
Ionesco,Eugene,26-11-09,Sagittarius
Irabu,Hideki,05-05-69,Taurus
Ireland,Patricia,19-10-45,Libra
Irons,Jeremy,19-09-48,Virgo
Irvan,Ernie,13-01-59,Capricorn
Irvin,Michael,05-03-66,Pisces
Irving,David,24-03-38,Aries
Irving,John,02-03-42,Pisces
Irving,Washington,03-04-1783,Aries
Irwin,Bill,11-04-50,Aries
Irwin,Hale,03-06-45,Gemini
Isaacson,Walter,20-03-52,Pisces
Isakson,Johnny,28-12-44,Capricorn
Isdell,E_Neville,08-06-43,Gemini
Israel,Samuel_III,20-07-59,Cancer
Isringhausen,Jason,07-09-72,Virgo
Ivanov,Igor_S,23-09-45,Virgo
Ivanov,Sergei_B,31-01-53,Aquarius
Iverson,Allen,07-06-75,Gemini
Ives,Charles_Edward,20-10-1874,Libra
Ives,David,11-07-50,Cancer
Ivey,Judith,04-09-51,Virgo
Ivins,Bruce_E,22-04-46,Taurus
Ivins,Molly,30-08-44,Virgo
Iyer,Pico,11-02-57,Aquarius
Izquierdo,Elisa,11-02-89,Aquarius
,Jaafari,Ibrahim_Al-,25-03-47,Aries
Jackman,Hugh,12-10-68,Libra
Jackson,Janet,16-05-66,Taurus
Jackson,Jesse_L,08-10-41,Libra
Jackson,Kenneth_T,01-01-39,Capricorn
Jackson,Michael,29-08-58,Virgo
Jackson,Peter,31-10-61,Scorpio
Jackson,Phil,17-09-45,Virgo
Jackson,Reggie,18-05-46,Taurus
Jackson,Samuel_L,21-12-48,Sagittarius
Jackson,Thomas_Penfield,10-01-37,Capricorn
Jacobs,Jane,04-05-16,Taurus
Jacobs,Marc,09-04-63,Aries
Jacoby,Susan,04-06-45,Gemini
Jagger,Mick,26-07-43,Leo
Jagr,Jaromir,15-02-72,Aquarius
James,Henry,05-04-1843,Aries
James,LeBron,30-12-84,Capricorn
James,P_D,03-08-20,Leo
James,Sharpe,20-02-36,Pisces
Jamieson,Kathleen_Hall,01-01-46,Capricorn
Jamison,Judith,10-05-43,Taurus
Janklow,Bill,13-09-39,Virgo
Jansons,Mariss,14-01-43,Capricorn
Janzen,Lee,28-08-64,Virgo
Jarmusch,Jim,22-01-53,Aquarius
Jarrett,Dale,26-11-56,Sagittarius
Jarrett,Keith,08-05-45,Taurus
Jaruzelski,Wojciech,06-07-23,Cancer
Jarvi,Neeme,07-06-37,Gemini
Jarvis,Mike,12-04-45,Aries
Jefferson,Margo,17-10-47,Libra
Jefferson,Richard,21-06-80,Gemini
Jefferson,Thomas,13-04-1743,Aries
Jefferson,William_J,14-03-47,Pisces
Jeffords,James_M,11-05-34,Taurus
Jeffs,Warren_S,03-12-55,Sagittarius
Jen,Gish,01-01-55,Capricorn
Jennings,Peter,29-07-38,Leo
Jeter,Derek,26-06-74,Cancer
Jett,Joseph,01-01-58,Capricorn
Jindal,Bobby,10-06-71,Gemini
Jobs,Steven_P,24-02-55,Pisces
Joel,Billy,09-05-49,Taurus
Joffe,Josef,15-03-44,Pisces
Johanns,Mike,18-06-50,Gemini
Johansson,Scarlett,22-11-84,Scorpio
Johansson,Thomas,24-03-75,Aries
John,Elton,25-03-47,Aries
Johns,Jasper,15-05-30,Taurus
Johnson,Andrew,29-12-1808,Capricorn
Johnson,Betsey,10-08-42,Leo
Johnson,Denis,01-07-49,Cancer
Johnson,Diane,28-04-34,Taurus
Johnson,Don,15-12-49,Sagittarius
Johnson,Earvin,14-08-59,Leo
Johnson,Gary_E,01-01-53,Capricorn
Johnson,Keyshawn,22-07-72,Cancer
Johnson,Lady_Bird,22-12-12,Capricorn
Johnson,Lyndon_Baines,27-08-08,Virgo
Johnson,Nick,19-09-78,Virgo
Johnson,Norma_Holloway,28-07-32,Leo
Johnson,Philip,08-07-06,Cancer
Johnson,Randy,10-09-63,Virgo
Johnson,Stephen_L,21-03-51,Aries
Johnston,David_Cay,24-12-48,Capricorn
Jones,Barbara_S,01-01-47,Capricorn
Jones,Bill_T,15-02-52,Aquarius
Jones,Cherry,21-11-56,Scorpio
Jones,Chipper,24-04-72,Taurus
Jones,Chuck,21-09-12,Virgo
Jones,James_Earl,17-01-31,Capricorn
Jones,James_L,19-12-43,Sagittarius
Jones,Jerry,13-10-42,Libra
Jones,Marion,12-10-75,Libra
Jones,Norah,30-03-79,Aries
Jones,Paula_Corbin,17-09-66,Virgo
Jones,Quincy,14-03-33,Pisces
Jones,Tommy_Lee,15-09-46,Virgo
Jong,Erica,26-03-42,Aries
Joplin,Janis,19-01-43,Capricorn
Joppy,William,11-09-70,Virgo
Jordan,Barbara,21-02-36,Pisces
Jordan,LaMont,11-11-78,Scorpio
Jordan,Michael,17-02-63,Aquarius
Jordan,Neil,25-02-50,Pisces
Jordan,Vernon_E_Jr,15-08-35,Leo
Jospin,Lionel,12-07-37,Cancer
Joyce,James,02-02-1882,Aquarius
Joyner-Kersee,Jackie,03-03-62,Pisces
Judah,Zab,27-10-77,Scorpio
Judd,Ashley,19-04-68,Aries
Julia,Raul,09-03-40,Pisces
Jung,Carl_Gustav,26-07-1875,Leo
Junger,Sebastian,17-01-62,Capricorn
Juppe,Alain,15-08-45,Leo
Jurevicius,Joe,23-12-74,Capricorn
Just,Ward,05-09-35,Virgo
Justice,David,14-04-66,Aries
Kabila,Joseph,04-06-71,Gemini
Kabila,Laurent,27-11-39,Sagittarius
Kaczynski,David,03-10-49,Libra
Kaczynski,Theodore_J,22-05-42,Gemini
Kadyrov,Akhmad,23-08-51,Virgo
Kadyrov,Ramzan,05-10-76,Libra
Kael,Pauline,19-06-19,Gemini
Kafelnikov,Yevgeny,18-02-74,Aquarius
Kafka,Franz,03-07-1883,Cancer
Kagame,Paul,23-10-57,Libra
Kagan,Robert,26-09-58,Libra
Kahane,Meir,01-08-32,Leo
Kahlo,Frida,06-07-07,Cancer
Kahn,Alfred_E,17-10-17,Libra
Kahn,Louis_I,20-02-01,Pisces
Kaine,Timothy_M,26-02-58,Pisces
Kakutani,Michiko,09-01-55,Capricorn
Kalikow,Peter_S,01-12-42,Sagittarius
Kalman,Tibor,06-07-49,Cancer
Kaminer,Wendy,01-01-49,Capricorn
Kamm,Henry,01-01-25,Capricorn
Kamsky,Gata,02-06-74,Gemini
Kander,John,18-03-27,Pisces
Kanell,Danny,21-11-73,Scorpio
Kanka,Megan,07-12-86,Sagittarius
Kantor,Jodi,21-04-75,Taurus
Kantor,Mickey,07-08-39,Leo
Kaplan,Lewis_A,23-12-44,Capricorn
Kaplan,Robert_D,23-06-52,Cancer
Karimov,Islam,30-01-38,Aquarius
Kariya,Paul,16-10-74,Libra
